DOCID	CLASE	NUM-TERMINOS	TERMINOS[termino/peso]
384	crude	129	act/0.059997 administrations/0.084347 adopt/0.074927 ailing/0.084347 also/0.04639 assist/0.084347 back/0.047545 barrel/0.108973 barrels/0.115804 breaks/0.084347 business/0.034912 called/0.045844 calls/0.065507 can/0.041736 category/0.074927 coherent/0.084347 commissioner/0.069417 congress/0.046668 crucial/0.074927 day/0.095089 determining/0.084347 develop/0.065507 dlrs/0.011616 either/0.057902 energy/0.088664 enough/0.065507 exempt/0.196522 exempted/0.084347 exempting/0.084347 existing/0.059997 expensive/0.069417 explore/0.074927 fall/0.038125 federal/0.040603 financial/0.078125 find/0.059997 finding/0.084347 five/0.028705 follow/0.149854 gas/0.04234 get/0.054487 ground/0.074927 house/0.045844 incentive/0.074927 incentives/0.065507 industry/0.081205 initiative/0.065507 inject/0.074927 jamesnugent/0.084347 lawmakers/0.149854 lead/0.05176 less/0.083471 let/0.059997 long/0.043635 losses/0.046668 made/0.035275 majority/0.057902 marginal/0.084347 methods/0.069417 molding/0.084347 must/0.045844 nation/0.054487 new/0.086503 nugent/0.280194 oil/0.160827 oilpatch/0.084347 pct/0.016435 plan/0.045067 policy/0.095089 price/0.065229 produce/0.119994 produced/0.059997 producers/0.045844 production/0.109272 proposal/0.046668 railroad/0.084347 rate/0.035647 reaches/0.074927 recover/0.074927 regulator/0.084347 remains/0.054487 representatives/0.056087 reserves/0.090134 reuter/0.000027 revitalize/0.084347 s/0.028786 said/0.021364 say/0.045844 saying/0.059997 secondary/0.168694 service/0.050577 severance/0.230597 sitting/0.084347 speech/0.069417 state/0.148991 stimulating/0.084347 stripper/0.193683 supply/0.042972 swing/0.074927 take/0.045844 tax/0.103678 taxes/0.10611 tell/0.069417 tertiary/0.168694 texas/0.207577 three/0.071934 today/0.030914 treasury/0.05176 troubled/0.074927 two/0.044635 urged/0.062475 us/0.0211 ve/0.069417 wait/0.084347 waited/0.074927 waiting/0.084347 washington/0.053055 water/0.065507 way/0.049489 ways/0.057902 well/0.082315 wells/0.21761 wildcat/0.084347 within/0.050577 words/0.084347 years/0.07625 10/0.033552 25/0.039062 4.6/0.069417
386	coffee	118	according/0.058222 account/0.058222 adopt/0.093478 african/0.064575 american/0.04647 attitude/0.10523 attitudes/0.10523 bags/0.173207 blame/0.086603 blasts/0.10523 brazil/0.129149 breakdown/0.077943 calendar/0.10523 can/0.052069 certain/0.058222 certainly/0.093478 cesar/0.093478 coffee/0.212646 colombia/0.268339 colombian/0.093478 consequences/0.10523 consuming/0.077943 conversation/0.10523 countries/0.04647 country/0.114388 current/0.079905 deplored/0.10523 difficult/0.066191 dlrs/0.028983 drop/0.058222 earn/0.077943 economic/0.107223 ending/0.066191 ensure/0.086603 estimate/0.061742 export/0.111453 exported/0.069974 exports/0.045442 extended/0.077943 factors/0.061742 failure/0.139948 finance/0.055308 gaviria/0.280434 gaviriablamed/0.10523 held/0.052069 high/0.048734 hope/0.069974 ico/0.069974 impossible/0.077943 inflexible/0.21046 international/0.04069 interview/0.069974 intransigent/0.10523 introduce/0.093478 journalists/0.081726 laid/0.10523 last/0.061032 later/0.067977 latin/0.072238 less/0.052069 level/0.056225 like/0.072238 local/0.066191 london/0.126199 made/0.044008 make/0.04935 minister/0.054439 mln/0.035256 nations/0.118632 necessarily/0.093478 negotiations/0.072238 one/0.02665 organisation/0.077943 outcome/0.081726 pct/0.020504 political/0.149703 position/0.149703 positions/0.077943 probably/0.067977 producing/0.059316 quotas/0.126199 re/0.061742 record/0.031364 relatively/0.077943 represent/0.086603 reuter/0.000034 reuters/0.095128 revenue/0.072238 revenues/0.055308 s/0.035913 said/0.008023 september/0.055308 serious/0.074851 start/0.067977 stockpiles/0.10523 stocks/0.058222 stressed/0.086603 successful/0.077943 suffer/0.093478 talks/0.132731 told/0.077806 total/0.037287 traditionally/0.093478 tried/0.086603 understand/0.093478 us/0.087446 week/0.04935 weekend/0.081726 year/0.037877 10.5/0.072238 11.5/0.086603 1400/0.093478 1500/0.10523 1985/0.033198 1986/0.020735 30/0.04069 55/0.067977 86/0.064575
395	grain	83	ago/0.055261 agreement/0.205144 albert/0.098203 attractive/0.092672 can/0.059043 certain/0.06602 commodity/0.084877 comparison/0.105998 current/0.090607 deputy/0.077082 different/0.176764 difficulties/0.092672 expires/0.119324 first/0.048891 five/0.040609 forecasts/0.081913 future/0.06173 give/0.070012 government/0.052102 grain/0.180978 grains/0.158692 happen/0.098203 high/0.055261 imbalance/0.098203 increased/0.060792 indicate/0.105998 indications/0.105998 interview/0.079346 less/0.059043 long/0.06173 make/0.05596 markets/0.055261 melnikov/0.317994 might/0.068587 next/0.05744 noted/0.06173 official/0.050971 officials/0.125432 one/0.030219 pact/0.071551 point/0.077082 prices/0.089004 produce/0.084877 production/0.051528 prospects/0.084877 pushing/0.105998 renewal/0.357973 representative/0.075056 response/0.079346 reuter/0.000039 reuters/0.053935 said/0.032617 second/0.137174 seen/0.067261 sept/0.176764 sides/0.088382 signed/0.079346 situation/0.070012 soviet/0.237686 speculate/0.098203 statements/0.088382 states/0.060792 supply/0.060792 ten/0.088382 term/0.073224 thefive/0.119324 three/0.039368 told/0.044114 trade/0.105807 uncertain/0.196406 union/0.134521 united/0.05744 us/0.089549 ussr/0.176764 ve/0.098203 want/0.077082 will/0.025596 world/0.100859 year/0.033231 years/0.053935 1975/0.105998 1988/0.154163 30/0.092279
418	grain	103	accordance/0.080343 accused/0.097622 agreement/0.139215 albert/0.080343 article/0.080343 available/0.058538 buy/0.04311 buying/0.163014 can/0.048305 commercial/0.054013 commodities/0.075818 competitive/0.232719 confirmed/0.080343 consider/0.064915 corn/0.151318 decide/0.08672 definite/0.097622 demand/0.050503 depends/0.097622 deputy/0.063063 different/0.072308 dlr/0.036733 dlrs/0.013444 entirely/0.08672 failing/0.080343 fault/0.097622 fulfill/0.097622 fulfillits/0.097622 grain/0.171836 grains/0.12983 however/0.044125 implementing/0.097622 insufficient/0.080343 interested/0.06944 interview/0.064915 last/0.02831 levels/0.058538 lived/0.080343 made/0.040827 make/0.045783 market/0.082626 melnikov/0.288078 met/0.06944 mln/0.010902 moscow/0.080343 must/0.053059 near/0.055028 need/0.058538 normal/0.072308 obligations/0.072308 offer/0.152087 offered/0.059906 official/0.083402 per/0.031724 prevailing/0.151635 price/0.075496 prices/0.145634 products/0.049736 purchase/0.049736 purchases/0.114557 quantities/0.080343 ready/0.17344 recent/0.044125 rejected/0.080343 remain/0.064915 representative/0.061405 reuter/0.000032 reuters/0.044125 s/0.033316 said/0.033194 sale/0.048305 sales/0.030575 seller/0.097622 selling/0.064915 soviet/0.222874 soviets/0.224168 states/0.214953 story/0.08672 subsidized/0.08672 subsidy/0.160685 supply/0.099471 tell/0.080343 term/0.059906 terms/0.044659 tied/0.097622 time/0.084314 told/0.036091 tonne/0.061405 tonnes/0.039601 trade/0.066975 union/0.142245 united/0.195958 us/0.097684 ussr/0.072308 want/0.063063 wheat/0.149207 whether/0.056113 will/0.062823 world/0.041258 year/0.013594 13/0.039601 1.5/0.058538 26/0.054013
432	trade	170	added/0.032803 adding/0.046499 administration/0.092998 agreeeement/0.07925 aide/0.061549 airbus/0.070399 aircraft/0.061549 alleged/0.07925 already/0.046499 also/0.056335 another/0.080751 arbiter/0.07925 asian/0.070399 avoid/0.056371 avoided/0.07925 back/0.044672 belgian/0.054403 better/0.097264 bill/0.083306 billion/0.066075 bills/0.054403 brink/0.07925 british/0.112743 bypass/0.07925 called/0.086147 causing/0.058699 channon/0.301732 comments/0.07925 commuity/0.07925 community/0.119344 conference/0.043848 conflicts/0.07925 conform/0.070399 confrontation/0.07925 congress/0.145658 considered/0.061549 cooperation/0.108806 criticizes/0.070399 croo/0.130444 curb/0.054403 days/0.047521 de/0.097264 deadlines/0.07925 deficit/0.046499 disputes/0.07925 dlrs/0.028211 drew/0.07925 earlier/0.031832 ec/0.132151 echoed/0.070399 eec/0.07925 europe/0.048632 european/0.077341 everyone/0.070399 exports/0.034223 fats/0.061549 find/0.056371 force/0.058699 foreign/0.074333 gatt/0.151736 general/0.042344 global/0.058699 goods/0.092998 government/0.034604 grains/0.052698 greater/0.108806 happen/0.065222 herman/0.07925 hit/0.102388 imports/0.072508 imposed/0.065222 imposing/0.065222 increased/0.040375 increasing/0.051194 industry/0.038149 interpreted/0.07925 japan/0.071642 joined/0.058699 judged/0.07925 last/0.059407 law/0.105396 learn/0.07925 legislation/0.048632 let/0.056371 liberal/0.07925 lost/0.056371 made/0.066286 major/0.032803 manage/0.070399 market/0.025948 markets/0.036702 mean/0.052698 members/0.047521 minister/0.040998 must/0.043073 narrowly/0.07925 nation/0.102388 nations/0.044672 negotiating/0.061549 news/0.042344 occasion/0.07925 official/0.033853 officials/0.041653 oils/0.061549 open/0.112743 pact/0.047521 passed/0.108806 paul/0.070399 portugal/0.061549 potential/0.047521 practices/0.065222 pressure/0.105396 problems/0.046499 producers/0.043073 protectionism/0.065222 reagan/0.048632 record/0.02362 reduce/0.040998 reesentment/0.07925 regulations/0.061549 relations/0.065222 remarks/0.065222 rest/0.065222 retaliate/0.168596 retaliation/0.061549 reuter/0.000026 s/0.027046 said/0.026947 sales/0.024821 secretary/0.049849 senior/0.051194 sentiment/0.07925 shipments/0.102388 sides/0.117399 sight/0.07925 since/0.037166 spain/0.058699 standards/0.058699 states/0.134124 subsidies/0.070399 surplus/0.089343 system/0.041653 tactic/0.07925 talks/0.077341 tariffs/0.058699 taxes/0.099698 textile/0.130444 thatprotectionist/0.07925 therefore/0.065222 threaten/0.070399 tightened/0.07925 time/0.034223 trade/0.12123 trading/0.043073 tried/0.065222 trigger/0.065222 two/0.041938 unilaterally/0.07925 united/0.136763 us/0.07548 usprotectionism/0.07925 visit/0.061549 washington/0.049849 ways/0.054403 well/0.03867 year/0.033106 yesterday/0.040375 16.7/0.065222 169.8/0.07925 51.5/0.070399
433	money-fx	46	adjusted/0.09728 agency/0.099029 appropriations/0.139006 approve/0.127314 asked/0.107325 budget/0.109834 claytonyeutter/0.147302 committee/0.107325 continue/0.091187 continued/0.102879 currencies/0.329101 decline/0.232246 dollar/0.105016 economic/0.091187 economies/0.147302 expected/0.070519 factors/0.210033 hoped/0.132571 house/0.09728 improve/0.127314 judgment/0.158995 justify/0.158995 korea/0.231242 korean/0.132571 member/0.112582 much/0.088563 must/0.09728 picture/0.132571 positive/0.132571 reflect/0.119017 relation/0.178984 representative/0.112582 reuter/0.000058 s/0.061083 said/0.035277 seeks/0.147302 south/0.177126 stronger/0.147302 subcommittee/0.127314 taiwan/0.298875 testifying/0.158995 trade/0.122794 us/0.115739 way/0.105016 yeutter/0.254627 1988/0.115621
443	trade	74	added/0.05492 admission/0.265367 agency/0.073412 agreement/0.05278 agreements/0.091084 appropriations/0.103048 becoming/0.117866 budget/0.081422 business/0.05492 china/0.317759 claytonyeutter/0.109198 competition/0.08823 congressional/0.109198 depending/0.109198 develop/0.103048 discuss/0.085712 economy/0.073412 end/0.061448 export/0.054364 final/0.081422 fine/0.132684 full/0.064744 gatt/0.254043 general/0.070894 go/0.074791 group/0.047807 hearing/0.103048 house/0.072116 including/0.063032 industries/0.065653 international/0.051305 issues/0.07785 july/0.076266 lot/0.103048 major/0.05492 making/0.079562 market/0.043444 markets/0.061448 member/0.166918 membership/0.132684 moves/0.103048 multinational/0.132684 nations/0.074791 negotiates/0.132684 negotiations/0.091084 offer/0.062226 oversees/0.117866 part/0.065653 plans/0.129487 possible/0.091084 potential/0.205664 put/0.081422 representative/0.083459 reuter/0.000043 risks/0.109198 rules/0.081422 s/0.058526 said/0.03035 scale/0.117866 subcommittee/0.09438 summer/0.117866 tariffs/0.098277 terms/0.060698 think/0.079562 told/0.098106 touches/0.132684 trade/0.151196 trip/0.304678 us/0.11026 well/0.064744 will/0.028462 world/0.056076 year/0.018476 yeutter/0.283139
446	grain	63	active/0.125641 administration/0.189839 agenda/0.26628 agricultural/0.101758 agriculture/0.077875 among/0.099274 bills/0.111055 brought/0.101758 cabinet/0.13314 can/0.080048 congress/0.089507 consideration/0.13314 council/0.231373 cut/0.077875 department/0.066961 discuss/0.104504 discussion/0.13314 economic/0.082419 enhancement/0.13314 export/0.132568 farm/0.099274 friday/0.111055 grain/0.09492 however/0.073123 including/0.076853 issues/0.189839 legislation/0.099274 legislative/0.143708 level/0.086437 loan/0.09119 make/0.075869 matter/0.143708 matters/0.143708 meet/0.107574 moscow/0.13314 mull/0.161775 offer/0.075869 officials/0.282457 package/0.111055 policy/0.09119 prices/0.060334 proposals/0.099274 rate/0.06837 reagan/0.099274 reductions/0.13314 reuter/0.000053 said/0.037005 scabinet/0.161775 scheduled/0.101758 set/0.07144 soviet/0.097006 speculated/0.143708 speed/0.161775 status/0.119825 subsidy/0.13314 target/0.09119 today/0.059292 trade/0.055494 transmitted/0.161775 union/0.09119 us/0.080938 usda/0.223437 wheat/0.164839
454	crude	50	administration/0.081198 agency/0.076568 barrels/0.396146 crude/0.214507 department/0.057281 distillate/0.227786 eia/0.317779 ended/0.060427 energy/0.145473 feb/0.079545 fell/0.11823 fuel/0.178794 gas/0.069467 gasoline/0.102503 held/0.068476 information/0.098438 inprimary/0.122934 mln/0.064447 oil/0.112275 petroleum/0.174096 product/0.073942 refined/0.138389 refinery/0.107478 report/0.064901 reserve/0.082983 residual/0.107478 reuter/0.000045 said/0.031655 says/0.084923 spr/0.245867 status/0.102503 stocks/0.291522 storage/0.098438 strategic/0.107478 total/0.049037 unchanged/0.076568 week/0.167767 weekly/0.098438 100000/0.102503 128.4/0.138389 1575.1/0.138389 2.2/0.092023 251.5/0.138389 27/0.067527 3.2/0.098438 333.0/0.138389 3.4/0.102503 37.9/0.138389 516.5/0.138389 700000/0.102503
459	trade	47	appropriations/0.147312 blame/0.156103 claytonyeutter/0.156103 companies/0.084733 competitive/0.126129 concerned/0.30088 convinced/0.168495 countries/0.083762 decline/0.095213 demand/0.098126 dollar/0.111291 economic/0.096635 expects/0.106918 export/0.155433 exports/0.163819 fall/0.085735 generated/0.156103 generating/0.189678 given/0.109026 goes/0.189678 goods/0.111291 growth/0.092554 house/0.103093 import/0.130209 imports/0.086771 improvement/0.245058 increase/0.081024 lack/0.147312 last/0.055005 m/0.269841 months/0.083762 part/0.187709 picture/0.140492 re/0.111291 representative/0.119309 reuter/0.000062 s/0.032366 said/0.028925 see/0.111291 side/0.379356 soon/0.126129 subcommittee/0.13492 told/0.070123 trade/0.065065 us/0.157623 yeutter/0.13492 18/0.093855
460	trade	28	aide/0.33849 bill/0.114537 changes/0.133727 committee/0.130672 completed/0.127861 drafting/0.387164 house/0.236884 laws/0.179346 legislation/0.133727 major/0.0902 means/0.149596 next/0.104901 opening/0.149596 postponed/0.358691 preparatory/0.217919 reuter/0.000071 said/0.033231 session/0.169245 start/0.281545 subcommittee/0.155009 trade/0.149505 tradesubcommittee/0.217919 us/0.054514 ways/0.149596 week/0.102199 work/0.149596 writing/0.217919 yet/0.127861
465	crude	86	administration/0.068932 agency/0.130003 ago/0.140645 available/0.140894 averaged/0.174038 barrels/0.08065 become/0.087019 becomes/0.096688 bpd/0.331312 byproducts/0.117484 crude/0.182103 daily/0.083568 data/0.083568 date/0.072094 day/0.066223 demand/0.201899 department/0.048628 distillate/0.096688 domestic/0.058132 earlier/0.09438 eia/0.31309 ended/0.051299 energy/0.123497 estimated/0.057327 excluding/0.091243 february/0.044605 figures/0.056554 four/0.103762 fuel/0.075893 gasoline/0.087019 gross/0.073898 imports/0.053744 information/0.083568 january/0.041629 last/0.034069 march/0.031086 measured/0.091243 mln/0.063075 monthly/0.096688 oil/0.123192 pct/0.091568 per/0.038178 period/0.114653 petroleum/0.147797 production/0.050734 recent/0.053103 refinery/0.091243 report/0.055097 residual/0.091243 reuter/0.000038 rose/0.047657 runs/0.104363 s/0.020047 said/0.032113 spr/0.104363 status/0.087019 supplied/0.117484 supply/0.059854 three/0.038761 us/0.058779 weekly/0.083568 weeks/0.156244 will/0.025202 year/0.062285 12/0.045853 12.21/0.117484 1.44/0.117484 1.47/0.117484 16.05/0.117484 16.39/0.117484 1.9/0.08065 1987/0.039982 2.1/0.22494 2.2/0.078122 2.4/0.083568 26/0.065002 27/0.057327 3.37/0.104363 3.44/0.104363 36.9/0.117484 4.11/0.104363 6.44/0.117484 6.60/0.117484 8.38/0.117484 8.7/0.117484 9.18/0.117484
466	coffee	71	affect/0.110975 affecting/0.116361 american/0.066164 banking/0.081433 bearing/0.123306 billion/0.096651 called/0.081433 can/0.074136 cesar/0.133094 coffee/0.218311 coffeeprices/0.149826 colombia/0.31972 community/0.075209 conservative/0.149826 country/0.162866 credit/0.076332 current/0.056884 debt/0.246274 decline/0.150418 described/0.149826 dlrs/0.041266 drop/0.165793 external/0.221949 fall/0.067722 finance/0.078748 financial/0.069387 following/0.087909 foreign/0.181633 gaviria/0.266188 high/0.069387 hope/0.099629 immediate/0.110975 international/0.057934 largest/0.081433 latin/0.102852 loss/0.043448 maintain/0.110975 major/0.062015 markets/0.069387 mean/0.099629 minister/0.07751 party/0.133094 pay/0.052227 position/0.106573 price/0.115868 prices/0.055878 public/0.075209 rescheduled/0.246612 reuter/0.000049 reuters/0.067722 revenues/0.078748 s/0.076699 said/0.02953 sharp/0.089841 situation/0.087909 sound/0.123306 state/0.066164 told/0.05539 total/0.05309 totally/0.149826 toward/0.116361 trade/0.051395 unexpected/0.123306 union/0.084454 us/0.03748 week/0.070265 will/0.064279 world/0.06332 13.6/0.123306 1.5/0.089841 1987/0.050989
467	grain	62	administration/0.077304 advance/0.093718 also/0.036231 annual/0.065193 basic/0.18089 bean/0.131753 bushel/0.102325 cents/0.087611 congress/0.072897 cotton/0.292763 crops/0.082874 current/0.050022 cut/0.126846 disclosed/0.097588 dlrs/0.036288 eliminate/0.117039 farm/0.08085 five/0.044838 floors/0.263506 hundredweight/0.131753 includes/0.107966 increase/0.05628 intention/0.097588 law/0.087611 lb/0.102325 levels/0.158007 major/0.054534 minimum/0.090445 obtained/0.102325 officials/0.069248 outlined/0.131753 package/0.18089 pct/0.051345 per/0.110675 permissible/0.131753 policychanges/0.131753 previously/0.065193 price/0.152836 prices/0.049138 propose/0.097588 proposed/0.065193 provision/0.170221 reagan/0.08085 respectively/0.07161 reuter/0.000043 reuters/0.059552 rice/0.306974 s/0.022482 scrap/0.117039 scrapping/0.131753 sent/0.102325 soybeans/0.264506 support/0.17619 today/0.048288 upland/0.263506 usda/0.181972 10/0.05241 1987/0.044838 1990/0.108432 4.50/0.131753 50/0.061789 6.50/0.117039
470	coffee	211	abidjan/0.0698 according/0.038619 africa/0.041854 african/0.110721 agree/0.046414 agricultural/0.043905 agriculture/0.0672 already/0.040954 also/0.019194 announced/0.072219 april/0.020949 avoid/0.099299 based/0.032734 beans/0.0698 beeing/0.0698 behalf/0.049649 biggest/0.057444 billion/0.058196 boigny/0.0698 bra/0.180429 breaking/0.0698 bright/0.057444 cabinet/0.057444 cents/0.046414 cfa/0.180429 chosen/0.0698 coast/0.196839 cocoa/0.139599 coffee/0.170045 collapse/0.103399 commenting/0.062004 commodities/0.108418 communique/0.054209 compared/0.028314 compromise/0.057444 concertation/0.0698 conference/0.038619 consumer/0.040954 continent/0.062004 continues/0.057444 convinced/0.062004 country/0.098066 course/0.0517 crash/0.0698 current/0.026501 day/0.039345 decided/0.045089 delivery/0.047916 denis/0.0698 dependent/0.0698 despite/0.041854 difficult/0.043905 disclosed/0.0517 diversify/0.057444 dlrs/0.019224 domestic/0.034538 earmark/0.0698 earned/0.047916 economic/0.035561 economies/0.057444 elaborating/0.0698 embarked/0.0698 end/0.032325 ended/0.030478 estimate/0.040954 estimated/0.068118 eventually/0.049649 expected/0.027501 export/0.028599 exports/0.030142 failed/0.057444 failure/0.046414 faith/0.0698 fall/0.031549 farmers/0.040954 felix/0.0698 finance/0.036686 financially/0.0698 five/0.023754 fluctuation/0.0698 following/0.081908 forced/0.054209 formula/0.054209 fragile/0.0698 francs/0.12386 future/0.036109 going/0.099299 government/0.060955 gross/0.043905 grow/0.054209 growers/0.054209 guaranteed/0.054209 houphouet/0.0698 iaco/0.139599 ico/0.046414 immediately/0.047916 initiative/0.108418 inter/0.062004 international/0.02699 ivorian/0.180429 ivory/0.236073 journalists/0.054209 kanon/0.180429 kilo/0.062004 largest/0.037937 last/0.040483 leader/0.062004 least/0.038619 likely/0.037937 lived/0.057444 london/0.139036 long/0.072219 loss/0.020241 lowest/0.049649 market/0.068562 markets/0.032325 may/0.024331 meeting/0.062361 minister/0.093341 ministry/0.043905 mln/0.007795 moment/0.0698 monday/0.0517 month/0.029816 nation/0.045089 nations/0.078689 needed/0.046414 new/0.021549 news/0.037294 next/0.0336 obliged/0.0698 one/0.035354 organisation/0.103399 overall/0.0517 oversupplied/0.0698 pct/0.027201 per/0.022682 positions/0.0517 predicted/0.045089 president/0.031549 price/0.096757 producer/0.143747 product/0.037294 production/0.030142 questioned/0.0698 quotas/0.041854 reach/0.045089 read/0.062004 reaffirmed/0.062004 real/0.038619 recent/0.063099 recorded/0.047916 reduce/0.036109 regarded/0.0698 reporters/0.047916 restore/0.057444 return/0.040954 reuter/0.000023 revenues/0.036686 reverse/0.0698 robusta/0.0698 run/0.054209 s/0.047642 said/0.017679 says/0.042833 season/0.042833 sharp/0.041854 short/0.045089 showpiece/0.0698 since/0.032734 slide/0.124009 slump/0.0517 small/0.045089 soon/0.046414 speak/0.0698 spearhead/0.0698 state/0.061647 stay/0.0517 sterling/0.114889 strapped/0.0698 strive/0.0698 sum/0.062004 support/0.036109 talks/0.068118 television/0.047916 thepresent/0.0698 third/0.039345 tighten/0.062004 times/0.054209 today/0.051164 told/0.051609 tonight/0.057444 tonne/0.043905 traders/0.040121 veteran/0.0698 weekly/0.049649 west/0.034538 without/0.037937 world/0.088497 year/0.025124 1265/0.0698 1.76/0.0698 1982/0.062004 1986/0.013754 200/0.0517 24.71/0.0698 25/0.032325 50/0.032734 535/0.0698 65/0.045089 7.5/0.057444
474	grain	86	abnormally/0.110551 affecting/0.085858 affects/0.110551 agency/0.158111 agriculture/0.053217 aground/0.110551 also/0.030401 amount/0.059068 areas/0.127089 caused/0.06784 causing/0.081884 century/0.110551 china/0.208612 compared/0.044845 consumers/0.081884 crops/0.069537 destroyed/0.110551 difficult/0.139075 diseases/0.110551 drought/0.211666 dry/0.221941 eight/0.051846 february/0.041972 fires/0.221102 forest/0.196409 guangxi/0.221102 harbour/0.098205 hectares/0.078636 hubei/0.110551 hunan/0.110551 hydroelectric/0.110551 including/0.052518 increased/0.112644 industry/0.053217 insect/0.110551 last/0.032059 level/0.059068 levels/0.06629 lowered/0.078636 lowest/0.078636 made/0.046234 making/0.06629 manoeuvres/0.110551 many/0.13568 march/0.029251 mid/0.075891 months/0.04882 mostparts/0.110551 new/0.03413 news/0.059068 number/0.062315 pct/0.021541 pests/0.110551 plant/0.06784 planting/0.090983 power/0.078636 producing/0.062315 provinces/0.196409 reaches/0.098205 reduced/0.112644 reuter/0.000036 rice/0.085858 rivers/0.110551 run/0.085858 s/0.018864 said/0.032093 seriously/0.090983 seven/0.051846 shanxi/0.110551 ships/0.090983 shortages/0.098205 sichuan/0.110551 southern/0.069537 stored/0.110551 suffering/0.110551 supplies/0.073512 unusually/0.098205 upper/0.098205 warm/0.098205 water/0.221941 weather/0.221941 wheat/0.056322 yangtze/0.110551 1000/0.085858 13340/0.110551 20/0.042356
478	crude	93	agreement/0.045569 among/0.070298 apparently/0.088969 april/0.034382 asked/0.068692 attending/0.114556 average/0.061208 balance/0.061208 barrel/0.074001 better/0.140595 blamed/0.088969 care/0.08485 changes/0.070298 committee/0.068692 concrete/0.101762 conference/0.063382 continue/0.058363 cooperation/0.15728 council/0.063382 countries/0.050588 crude/0.137383 cut/0.055145 date/0.070298 december/0.048934 demand/0.059263 differentials/0.114556 dlrs/0.015776 energy/0.12042 everyone/0.101762 face/0.081485 find/0.081485 firm/0.062263 firmly/0.114556 fix/0.114556 gcc/0.229112 gulf/0.074001 help/0.12042 impact/0.065846 indonesian/0.101762 know/0.08485 likely/0.062263 limitation/0.114556 ll/0.094279 market/0.037509 maybe/0.094279 meet/0.076175 meeting/0.102348 member/0.072057 members/0.068692 mines/0.088969 minister/0.059263 official/0.126493 often/0.114556 oil/0.092939 opec/0.281867 output/0.065846 pacific/0.081485 period/0.055898 postponed/0.094279 price/0.088591 prices/0.153164 production/0.049469 proposals/0.070298 qatar/0.094279 quarter/0.086209 rapid/0.114556 recent/0.051779 resistance/0.094279 reuter/0.000037 reuters/0.051779 s/0.039095 said/0.029016 scheduled/0.072057 sell/0.055145 spot/0.177938 stick/0.088969 sticking/0.296123 strong/0.072057 subroto/0.338048 supply/0.058363 taken/0.070298 think/0.068692 third/0.129146 told/0.042351 toofficial/0.114556 transition/0.094279 unbalanced/0.114556 volatility/0.101762 whether/0.065846 will/0.024574 worked/0.094279 18/0.056684 2/0.053724
